villain,movie,line_number,dialogue,direction,word_count
Patrick Bateman,American Psycho,1607,Understandable. (Staring at the untouched bottle of San Pellegrino) Lime?,,10
Patrick Bateman,American Psycho,1614,You sure? I can always get you a lime. A pause.,,11
Patrick Bateman,American Psycho,1620,Shoot.,,1
Patrick Bateman,American Psycho,1626,Twenty-six. I'll be twenty-seven in October.,,6
Patrick Bateman,American Psycho,1632,Harvard. The Harvard Business School.,,5
Patrick Bateman,American Psycho,1638,Fifty-five West Eighty-First Street. The American Gardens Building.,,8
Patrick Bateman,American Psycho,1644,"(Flattered) Thanks. A pause as KIMBALL studies his notebook. Bateman closes his eyes, as if in pain.",,17
Patrick Bateman,American Psycho,1651,Who do you ask?,,4
Patrick Bateman,American Psycho,1658,"Nuprin? KIMBALL Uh...no, thanks. Kimball takes out a pack of Marlboro's and lays it on the desk.",,17
Patrick Bateman,American Psycho,1664,Bad habit.,,2
Patrick Bateman,American Psycho,1674,"No, I guess it's okay.",,5
Patrick Bateman,American Psycho,1680,"No problem. (Buzzing Jean) JEAN (O.S.) Yes, Patrick?",,8
Patrick Bateman,American Psycho,1684,"Bring us an ashtray for Mr. KIMBALL, please. She whisks in with a crystal ashtray as they sit in silence.",,20
Patrick Bateman,American Psycho,1691,"Well... He coughs, shakes two Nuprin into his hand and swallows them dry.",,13
Patrick Bateman,American Psycho,1698,"I'm...at a loss. He was part of that whole...Yale thing, you know.",,12
Patrick Bateman,American Psycho,1705,Yeah...Yale thing.,,2
Patrick Bateman,American Psycho,1711,"Well, I think for one that he was probably a closet homosexual. Who did a lot of cocaine...that Yale thing. A silence during which the sound of the air conditioner becomes deafening.",,32
Patrick Bateman,American Psycho,1717,He led what I suppose was an orderly life. He... ate a balanced diet.,,14
Patrick Bateman,American Psycho,1724,I hope I'm not being cross-examined here.,,7
Patrick Bateman,American Psycho,1730,No. Not really.,,3
Patrick Bateman,American Psycho,1736,Hang...out?,,1
Patrick Bateman,American Psycho,1742,Let me think. The Newport. Harry's. Fluties. Endochine. Nell's. Comell Club. The New York Yacht Club. The regular places.,,19
Patrick Bateman,American Psycho,1748,"No, he just hung out there.",,6
Patrick Bateman,American Psycho,1754,Don't you know this?,,4
Patrick Bateman,American Psycho,1760,"Before Yale? If I remember correctly, Saint Paul's... Listen, I just...I just want to help.",,15
Patrick Bateman,American Psycho,1770,We were both seven in 1969.,,6
Patrick Bateman,American Psycho,1776,Do you have any witnesses or fingerprints?,,7
Patrick Bateman,American Psycho,1782,"Well, maybe he did, huh?",,5
Patrick Bateman,American Psycho,1788,But...has anyone seen him in London?,,6
Patrick Bateman,American Psycho,1794,Hmmm.,,1
Patrick Bateman,American Psycho,1800,Oh.,,1
Patrick Bateman,American Psycho,1806,What?,,1
Patrick Bateman,American Psycho,1814,Yikes! No. Paul wasn't into that. He followed a balanced diet and-,,12
Patrick Bateman,American Psycho,1820,Have you consulted a psychic?,,5
Patrick Bateman,American Psycho,1826,Had his apartment been burglarized?,,5
Patrick Bateman,American Psycho,1832,"I mean no one's dealing with the homicide squad yet or anything, right?",,13
Patrick Bateman,American Psycho,1838,"That's so typical, isn't it?",,5
Patrick Bateman,American Psycho,1846,Nothing.,,1
Patrick Bateman,American Psycho,1853,The earth just opens up and swallows people. (He checks his Rolex),,12
Patrick Bateman,American Psycho,1859,You'll have to excuse me. I have a lunch meeting with Cliff Huxtable at Four Seasons in twenty minutes.,(Standing up),19
Patrick Bateman,American Psycho,1867,"Uh, no. There's one...down here.",,5
Patrick Bateman,American Psycho,1873,Yes. It's very good. KIMBALL turns to face him.,,9
Patrick Bateman,American Psycho,1879,"Absolutely, I'm 100% with you.",,5
Patrick Bateman,American Psycho,1898,"You like that, slut? The person on the other end clearly hangs up. CLOSE-UP on his fingers dialing the phone.",,20
Patrick Bateman,American Psycho,1902,"You want to know what I'm wearing? Sixty-dollar boxer shorts by Ralph Lauren, a hundred-and-fifty-dollar white cotton T-shirt by Commes des Garcons. (He snorts like a pig) My Rolex cost- Another hang-up. He dials again.",,35
Patrick Bateman,American Psycho,1908,"I'm a corporate raider. I orchestrate hostile takeovers. What do you think of that? (Makes disgusting sucking noises and grunts) Huh, bitch?",(Whipering),22
Patrick Bateman,American Psycho,1918,I haven't seen you around here.,,6
Patrick Bateman,American Psycho,1924,Would you like to see my apartment? Bateman flips on the light inside the limo. He's wearing a tuxedo.,,19
Patrick Bateman,American Psycho,1932,Do you want to come to my apartment or not?,,10
Patrick Bateman,American Psycho,1939,Do you take American Express? Christie is still looking out behind her.,,12
Patrick Bateman,American Psycho,1943,Do you take American Express? Christie looks at him like he's crazy.,,12
Patrick Bateman,American Psycho,1947,"I'm joking. Come on, get in. As they drive uptown, Bateman dials the cell-phone. He reads off a credit card number.",,21
Patrick Bateman,American Psycho,1951,"I'd like a girl, early twenties, blonde, who does couples. Couples. Fifty-five West Eighty-First, the American Gardens Building. Apartment 7C. And I really can't stress blonde enough. Blonde. He hangs up. BATEMAN I'm Paul. My name is Paul 0wen, have you'got that? You are Christie. You are to respond only to Christie. Is that clear?",,55
Patrick Bateman,American Psycho,1959,"That's a very fine Chardonnay you're drinking. Long pause, in which Christie is luxuriating in the tub and Bateman is casually touching her breast.",,24
Patrick Bateman,American Psycho,1963,I want you to clean your vagina. Christie reaches for a washcloth.,,12
Patrick Bateman,American Psycho,1966,No. From behind. Get on your knees. Christie shrugs.,,9
Patrick Bateman,American Psycho,1969,I want to watch. You have a very nice body. The doorman RINGS. Bateman answers.,,15
Patrick Bateman,American Psycho,1972,"Thank you. Send her up. Christie, get out and dry off, choose a robe-not the Bijan and come and meet me and our guest in the living room for drinks. Bateman answers the door.",,34
Patrick Bateman,American Psycho,1977,"You've arrived! How lovely, let me take your coat. I'm Paul. How good of you to come. The escort girl looks somewhat bewildered. Bateman takes her coat and inspects her body and face.",,33
Patrick Bateman,American Psycho,1981,"Not quite blonde, are you? More dirty blonde. I'm going to call you Sabrina. I'm Paul Owen. Bateman escorts her into the living room and brings her a glass of wine. Christie enters, sitting next to Sabrina on the couch, and Bateman sits across from them. There is a long silence.",,51
Patrick Bateman,American Psycho,1986,"So, don't you want to know what I do? The two girls look at each other with uncomfortable smiles. Christie shrugs.",,21
Patrick Bateman,American Psycho,2000,"Well, I work on Wall Street. At Pierce & Pierce. (Long pause) Have you heard of it? Another long pause. They shake their heads. Christie stands up and goes over to the CD collection.",,34
Patrick Bateman,American Psycho,2008,"Actually, that's none of your business, Christie, hut I can assure you it certainly wasn't cheap. Bateman leaves to refill his wine glass and Sabrina takes a pack of cigarettes out of her purse. Bateman returns, carrying a tray of chocolates.",,41
Patrick Bateman,American Psycho,2013,"No, no smoking. Not in here. He walks over to Christie.",,11
Patrick Bateman,American Psycho,2016,Varda truffle? Christie stares at the plate and shakes her head. Sabrina takes one.,,14
Patrick Bateman,American Psycho,2020,"I don't want you to get drunk, but that's a very fine Chardonnay you're not drinking. Bateman goes over to his CDs and scans his vast collection. He takes one out and examines it.",,34
Patrick Bateman,American Psycho,2024,"Do you like Phil Collins? I've been a big Genesis fan ever since the release of their 1980 album, Duke. Before that I really didn't understand any of their work. It was too artsy, too intellectual. It was on Duke where Phil Collins' presence became more apparent. He puts aside the CD and takes out another one.",,57
Patrick Bateman,American Psycho,2030,"I think ""Invisible Touch"" is the group's undisputed masterpiece. He puts on the song and gestures for them to follow him into the bedroom.",,24
Patrick Bateman,American Psycho,2034,"It's an epic meditation on intangibility, at the same time it deepens and enriches the meaning of the preceding three albums. Christie, take off the robe. Bateman puts out a lace teddy. He motions to Christie to put it on.",,40
Patrick Bateman,American Psycho,2039,"Listen to the brilliant ensemble playing of Banks, Collins and Rutherford. You can practically hear every nuance of every instrument. Sabrina, remove your dress. Bateman starts to undress.",,28
Patrick Bateman,American Psycho,2044,"In terms of lyrical craftsmanship and sheer songwriting, this album hits a new peak of professionalism. Sabrina, why don't you dance a little? Sabrina dances awkwardly. Christie sits on the bed.",,31
Patrick Bateman,American Psycho,2049,"Take the lyrics to ""Land of Confusion."" In this song, Phil Collins addresses the problem of abusive political authority. Bateman knots a silk scarf around Christie's neck - rather menacingly - then helps her into some suede gloves.",,38
Patrick Bateman,American Psycho,2054,"""In Too Deep"" is the most moving pop song of the 1980s about monogamy and commitment. The song is extremely uplifting. Their lyrics are as positive and affirmative as anything I've heard in rock. He turns on the video camera.",,40
Patrick Bateman,American Psycho,2060,"Christie, get down on your knees, so Sabrina can see your asshole. Bateman looks through the viewfinder.",,17
Patrick Bateman,American Psycho,2064,"Phill Collins solo efforts seem to be more commercial and therefore more satisfying in a narrower way, especially songs like ""In the Air Tonight"" and ""Against All Odds."" Sabrina, don't just stare at it. Eat it. He walks over to the sound system in his bedroom and slides in the CD.",,51
Patrick Bateman,American Psycho,2069,"But I also think that Phill Collins works better within the confines of the group than as a solo artist-and I stress the word artist. This is ""Sussudio,"" a great, great song, a personal favorite. SEX MONTAGE CUT TO ""Sussudio."" We see this in WIDE SHOT, or through the LENS OF THE VIDEO CAMERA. Bateman asleep in his bed with Christie and Sabrina on either side of him. Sabrina accidentally touches his wrist. Bateman's eyes open.",,76
Patrick Bateman,American Psycho,2078,"Don't touch the Rolex. Bateman gets up from his bed and goes over to his armoire. He opens the drawer in which are a nail gun, a coat hanger, a rusty butter knife and a half-smoked cigar. He turns around to see Christie and Sabrina both starting to get up and get dressed. He takes the coat hanger.",,58
Patrick Bateman,American Psycho,2082,"We're not through yet... Bateman ushering them out the door impatiently. They are both sobbing, badly bruised and bleeding. Bateman has a deep scratch on his hand and one on his shoulder. In the b.g. Phil Collins' ""In the Air Tonight"" is playing.",,43
